Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
109,CUP 9-2,464.425000,off,0.000000,DTCS,88.5,88.5,445,NN,445,Tone->Tone,NFM,5.00,,5.0W,,,,,
110,CUP 10-2,462.962500,off,0.000000,TSQL,88.5,118.8,023,NN,023,Tone->Tone,NFM,5.00,,5.0W,,,,,
111,CUP 11-2,462.425000,off,0.000000,DTCS,88.5,88.5,165,NN,165,Tone->Tone,NFM,5.00,,5.0W,,,,,
112,CUP 12-2,464.925000,off,0.000000,TSQL,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,5.0W,,,,,
114,CUP 14-2,469.737500,off,0.000000,DTCS,88.5,88.5,74,NN,74,Tone->Tone,NFM,5.00,,5.0W,,,,,
115,CUP 15-2,466.400000,off,0.000000,DTCS,88.5,88.5,114,NN,114,Tone->Tone,NFM,5.00,,5.0W,,,,,
116,CUP 16-2,462.750000,off,0.000000,DTCS,88.5,88.5,315,NN,315,Tone->Tone,NFM,5.00,,5.0W,,,,,
117,CUP 17-2,462.200000,off,0.000000,DTCS,88.5,88.5,723,NN,723,Tone->Tone,NFM,5.00,,5.0W,,,,,
119,CUP 19-2,462.275000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,5.0W,,,,,
120,CUP 20-2,462.475000,off,0.000000,DTCS,88.5,88.5,413,NN,413,Tone->Tone,NFM,5.00,,5.0W,,,,,
121,CUP 21-2,463.037500,off,0.000000,DTCS,88.5,88.5,205,NN,205,Tone->Tone,NFM,5.00,,5.0W,,,,,
122,CUP 22-2,464.825000,off,0.000000,DTCS,88.5,88.5,32,NN,32,Tone->Tone,NFM,5.00,,5.0W,,,,,
123,CUP 23-2,451.125000,off,0.000000,DTCS,88.5,88.5,466,NN,466,Tone->Tone,NFM,5.00,,5.0W,,,,,
124,CUP 24-2,456.887500,off,0.000000,DTCS,88.5,88.5,423,NN,423,Tone->Tone,NFM,5.00,,5.0W,,,,,
127,CUP 27-2,458.087500,off,0.000000,TSQL,88.5,192.8,023,NN,023,Tone->Tone,NFM,5.00,,5.0W,,,,,
133,CUP 33-2,467.375000,off,0.000000,DTCS,88.5,88.5,261,NN,261,Tone->Tone,NFM,5.00,,5.0W,,,,,
134,CUP 34-2,463.300000,off,0.000000,DTCS,88.5,88.5,65,NN,65,Tone->Tone,NFM,5.00,,5.0W,,,,,
135,CUP 35-2,461.150000,off,0.000000,DTCS,88.5,88.5,265,NN,265,Tone->Tone,NFM,5.00,,5.0W,,,,,
136,CUP 36-2,469.100000,off,0.000000,DTCS,88.5,88.5,143,NN,143,Tone->Tone,NFM,5.00,,5.0W,,,,,
138,CUP 38-2,461.837500,off,0.000000,DTCS,88.5,88.5,546,NN,546,Tone->Tone,NFM,5.00,,5.0W,,,,,
140,CUP 40-2,458.837500,off,0.000000,DTCS,88.5,88.5,162,NN,162,Tone->Tone,NFM,5.00,,5.0W,,,,,
141,CUP 41-2,466.500000,off,0.000000,DTCS,88.5,88.5,47,NN,47,Tone->Tone,NFM,5.00,,5.0W,,,,,
142,CUP 42-2,462.812500,off,0.000000,DTCS,88.5,88.5,546,NN,546,Tone->Tone,NFM,5.00,,5.0W,,,,,
143,CUP 43-3,464.312500,off,0.000000,DTCS,88.5,88.5,465,NN,465,Tone->Tone,NFM,5.00,,5.0W,,,,,
144,CUP 44-2,456.637500,off,0.000000,TSQL,88.5,254.1,023,NN,023,Tone->Tone,NFM,5.00,,5.0W,,,,,
145,CUP 45-2,463.150000,off,0.000000,TSQL,88.5,241.8,023,NN,023,Tone->Tone,NFM,5.00,,5.0W,,,,,
147,CUP 47-2,458.650000,off,0.000000,DTCS,88.5,88.5,162,NN,162,Tone->Tone,NFM,5.00,,5.0W,,,,,
148,CUP 48-2,457.912500,off,0.000000,DTCS,88.5,88.5,754,NN,754,Tone->Tone,NFM,5.00,,5.0W,,,,,
150,CUP 50-2,457.812500,off,0.000000,DTCS,88.5,88.5,245,NN,245,Tone->Tone,NFM,5.00,,5.0W,,,,,
151,CUP 51-2,451.562500,off,0.000000,DTCS,88.5,88.5,115,NN,115,Tone->Tone,NFM,5.00,,5.0W,,,,,
154,CUP 54-2,462.500000,off,0.000000,DTCS,88.5,88.5,31,NN,31,Tone->Tone,NFM,5.00,,5.0W,,,,,
155,CUP 55-2,456.587500,off,0.000000,TSQL,88.5,173.8,023,NN,023,Tone->Tone,NFM,5.00,,5.0W,,,,,
160,CUP 60-2,463.450000,off,0.000000,TSQL,88.5,254.1,023,NN,023,Tone->Tone,NFM,5.00,,5.0W,,,,,
162,CUP 62-2,467.887500,off,0.000000,DTCS,88.5,88.5,51,NN,51,Tone->Tone,NFM,5.00,,5.0W,,,,,
166,CUP 66-2,467.687500,off,0.000000,DTCS,88.5,88.5,565,NN,565,Tone->Tone,NFM,5.00,,5.0W,,,,,
167,CUP 67-2,451.237500,off,0.000000,DTCS,88.5,88.5,251,NN,251,Tone->Tone,NFM,5.00,,5.0W,,,,,
171,CUP 71-2,453.637500,off,0.000000,TSQL,88.5,167.9,023,NN,023,Tone->Tone,NFM,5.00,,5.0W,,,,,
177,CUP 77-2,465.162500,off,0.000000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,NFM,5.00,,5.0W,,,,,
178,CUP 78-2,468.962500,off,0.000000,DTCS,88.5,88.5,343,NN,343,Tone->Tone,NFM,5.00,,5.0W,,,,,
184,CUP 84-2,467.500000,off,0.000000,DTCS,88.5,88.5,503,NN,503,Tone->Tone,NFM,5.00,,5.0W,,,,,
188,CUP 88-2,463.825000,off,0.000000,TSQL,88.5,141.3,023,NN,023,Tone->Tone,NFM,5.00,,5.0W,,,,,
191,CUP 91-2,466.300000,off,0.000000,TSQL,88.5,103.5,023,NN,023,Tone->Tone,NFM,5.00,,5.0W,,,,,
199,CUP 99-2,469.812500,off,0.000000,TSQL,88.5,206.5,023,NN,023,Tone->Tone,Auto,5.00,,5.0W,,,,,
200,NAS 2,464.600000,off,0.000000,DTCS,88.5,88.5,631,NN,631,Tone->Tone,NFM,5.00,,5.0W,,,,,
201,NXS 1-1,468.912500,off,0.000000,DTCS,88.5,88.5,205,NN,205,Tone->Tone,NFM,5.00,,5.0W,,,,,
202,NXS 2-1,469.237500,off,0.000000,DTCS,88.5,88.5,631,NN,631,Tone->Tone,NFM,5.00,,5.0W,,,,,
203,NXS 07-1,466.312500,off,0.000000,DTCS,88.5,88.5,172,NN,172,Tone->Tone,NFM,5.00,,5.0W,,,,,
204,NXS 4-1,467.187500,off,0.000000,DTCS,88.5,88.5,351,NN,351,Tone->Tone,NFM,5.00,,5.0W,,,,,
205,NXS 5-1,459.612500,off,0.000000,TSQL,88.5,250.3,023,NN,023,Tone->Tone,NFM,5.00,,5.0W,,,,,
206,NXS 6-1,458.812500,off,0.000000,DTCS,88.5,88.5,503,NN,503,Tone->Tone,NFM,5.00,,5.0W,,,,,
207,NXS 7-1,468.862500,off,0.000000,TSQL,88.5,203.5,023,NN,023,Tone->Tone,NFM,5.00,,5.0W,,,,,
208,NXS 8-1,462.787500,off,0.000000,TSQL,88.5,192.8,023,NN,023,Tone->Tone,NFM,5.00,,5.0W,,,,,
209,NXS 9-1,457.887500,off,0.000000,TSQL,88.5,206.5,023,NN,023,Tone->Tone,NFM,5.00,,5.0W,,,,,
210,NXS 10-1,467.987500,off,0.000000,DTCS,88.5,88.5,223,NN,223,Tone->Tone,NFM,5.00,,5.0W,,,,,
211,NXS 11-1,466.137500,off,0.000000,DTCS,88.5,88.5,371,NN,371,Tone->Tone,NFM,5.00,,5.0W,,,,,
212,NXS 00-1,468.287500,off,0.000000,TSQL,88.5,186.2,023,NN,023,Tone->Tone,NFM,5.00,,5.0W,,,,,
214,NXS 14-1,463.637500,off,0.000000,DTCS,88.5,88.5,143,NN,143,Tone->Tone,NFM,5.00,,5.0W,,,,,
216,NXS 16-1,468.025000,off,0.000000,TSQL,88.5,71.9,023,NN,023,Tone->Tone,NFM,5.00,,5.0W,,,,,
217,NXS 17-1,457.987500,off,0.000000,DTCS,88.5,88.5,343,NN,343,Tone->Tone,NFM,5.00,,5.0W,,,,,
218,NXS 18-1,464.787500,off,0.000000,DTCS,88.5,88.5,624,NN,624,Tone->Tone,NFM,5.00,,5.0W,,,,,
